fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,finalpoints,wins,gp,oppfg,oppfga,oppfg3,oppfg3a,oppft,oppfta,opporb,oppdrb,oppast,oppstl,oppblk,opptov,opppf,opppts,oppfinalpoints,oppwins,oppgp
9,23,2,7,0,0,2,9,6,2,1,3,5,20,88,6,10,8,20,3,9,3,4,1,12,5,1,0,4,2,22,104,8,10
5,19,1,7,6,13,4,7,4,1,1,4,7,17,96,5,9,11,23,3,5,7,11,5,11,5,4,0,3,10,32,107,5,9
14,21,9,13,2,2,3,7,8,1,1,5,5,39,137,8,11,8,17,5,11,7,8,0,4,3,2,1,2,2,28,110,5,10
11,24,2,3,4,4,4,9,6,2,2,2,1,28,112,6,10,9,23,2,6,0,0,3,8,5,1,1,5,5,20,95,4,10
10,23,2,6,3,5,6,5,6,1,0,4,4,25,108,5,9,14,24,3,6,2,3,4,7,8,3,1,1,6,33,101,5,10
12,22,2,4,2,2,1,7,10,1,0,2,1,28,112,7,10,11,18,5,8,1,2,0,9,10,0,0,4,3,28,94,5,10
12,19,3,5,1,1,0,9,9,2,1,5,4,28,103,6,10,8,22,2,5,2,2,3,5,6,4,0,4,5,20,99,4,9
11,24,1,5,4,5,1,10,7,2,0,1,2,27,107,5,10,11,22,2,10,0,0,1,11,7,1,3,3,5,24,102,6,10
9,20,2,7,5,7,1,10,4,2,1,6,7,25,107,2,11,9,23,3,10,5,7,3,11,7,0,0,4,8,26,110,9,11
5,21,3,10,6,6,1,10,3,2,2,5,3,19,92,4,11,11,24,3,11,3,3,2,12,6,3,1,5,3,28,98,4,10
7,24,2,9,6,7,5,10,4,4,2,4,5,22,97,8,11,8,21,2,6,3,5,1,12,5,2,3,7,6,21,80,4,10
11,16,3,4,14,15,0,9,3,3,0,4,4,39,124,5,11,10,23,5,12,3,3,2,5,6,1,2,7,11,28,119,4,10
14,25,2,6,7,8,5,5,6,1,1,1,7,37,112,5,11,12,21,4,6,6,7,2,5,5,1,1,3,7,34,117,6,11
11,18,3,4,9,9,1,8,7,1,0,4,2,34,99,5,10,15,24,5,8,1,1,1,6,11,1,2,3,5,36,113,2,12
11,19,4,9,6,10,2,6,8,2,4,4,7,32,118,6,10,13,23,7,9,8,9,4,7,9,2,0,3,8,41,113,5,11
11,21,3,6,4,5,1,13,3,0,0,3,5,29,119,6,10,9,20,3,7,5,9,1,10,7,2,1,2,4,26,114,2,9
13,23,4,8,2,2,1,9,12,2,1,1,3,32,120,7,11,10,21,4,10,2,2,0,8,4,1,1,4,3,26,107,5,10
9,22,3,9,7,8,2,8,5,5,3,2,2,28,112,6,11,10,22,1,8,0,1,2,12,4,0,2,7,4,21,104,4,11
5,21,2,5,9,12,4,4,3,4,1,3,5,21,97,5,11,12,22,2,3,6,6,3,12,8,0,1,4,8,32,104,6,10
9,24,2,6,1,1,5,9,2,3,0,4,7,21,97,6,11,6,19,3,7,8,10,3,7,5,1,3,3,3,23,98,7,11
4,25,2,9,0,0,1,10,3,2,1,5,7,10,94,2,10,8,21,1,7,8,9,2,18,6,5,2,6,4,25,86,4,10
10,22,2,6,0,0,1,7,6,1,1,3,7,22,114,8,11,12,21,3,5,3,5,3,8,8,2,1,3,3,30,97,5,12
10,18,2,7,5,8,0,5,7,4,1,3,4,27,112,7,11,12,21,1,4,3,3,4,9,8,1,0,6,5,28,99,6,11
13,28,4,9,3,4,4,8,6,3,2,2,5,33,107,10,12,6,18,0,5,4,6,2,9,2,1,1,9,7,16,96,5,11
8,18,3,6,8,10,1,5,4,2,0,6,7,27,115,4,12,12,20,4,6,8,8,2,11,7,2,0,6,5,36,126,5,11
8,22,4,10,2,2,1,12,7,2,4,7,3,22,125,9,12,10,28,0,8,2,2,4,11,5,5,0,5,3,22,101,7,11
15,25,1,3,6,6,3,8,6,1,1,3,6,37,111,6,11,14,27,1,5,5,6,5,6,8,1,0,4,5,34,95,5,12
12,26,5,14,5,7,3,10,6,1,2,1,7,34,122,7,11,11,21,4,5,6,10,2,10,9,1,2,1,5,32,118,6,12
12,25,4,14,8,8,5,9,8,5,1,2,7,36,117,9,12,9,19,5,9,2,4,0,6,7,0,0,6,6,25,113,5,12
11,26,2,5,2,3,3,12,8,1,0,2,5,26,109,3,11,7,21,3,12,9,11,3,11,5,2,0,3,3,26,108,6,11
9,21,3,7,1,1,3,5,9,2,3,5,5,22,102,7,12,11,22,3,6,3,6,5,8,5,4,2,5,2,28,94,4,11
10,24,4,8,2,6,9,6,7,1,1,4,4,26,111,9,12,10,22,1,6,1,1,4,8,7,3,2,4,4,22,104,2,12
5,19,0,7,1,2,1,9,2,0,2,5,7,11,90,11,13,9,19,2,5,6,11,0,14,5,3,0,2,2,26,87,5,12
6,22,2,8,2,2,2,5,4,3,1,3,1,16,87,2,10,12,21,3,5,0,0,0,13,8,0,0,4,6,27,105,6,13
11,23,3,7,5,7,3,6,5,4,1,2,7,30,120,5,12,10,18,4,9,7,11,2,10,2,1,1,5,7,31,111,5,11
14,26,2,6,2,3,3,6,5,3,1,4,6,32,112,4,13,15,24,2,7,4,6,2,8,9,1,1,3,5,36,128,8,12
10,18,2,3,5,6,3,6,8,3,1,5,0,27,87,7,12,12,22,1,4,0,0,3,6,7,2,2,3,5,25,94,5,11
10,20,0,2,2,2,0,10,5,3,1,5,3,22,74,5,12,10,22,4,9,1,1,1,9,4,2,1,4,3,25,84,6,12
12,23,1,3,3,5,2,10,9,1,1,2,2,28,97,6,12,7,22,4,13,3,3,2,9,7,2,2,3,3,21,101,5,12
11,19,2,4,7,7,1,13,9,1,0,7,5,31,111,7,13,9,25,3,11,5,6,2,7,6,2,1,2,6,26,103,5,12
9,20,0,5,2,2,2,8,1,4,4,5,2,20,113,7,12,7,20,4,9,1,2,2,9,4,4,0,7,3,19,94,2,13
12,21,6,11,3,6,2,10,7,3,2,4,3,33,111,10,13,9,20,2,5,2,3,1,9,7,2,1,4,4,22,96,7,12
12,23,5,10,3,3,1,6,6,3,1,2,2,32,118,7,12,10,20,2,7,1,2,3,8,7,1,1,5,5,23,91,3,12
10,22,3,10,0,0,1,9,4,2,0,4,4,23,104,2,13,11,22,4,8,3,4,2,10,7,3,0,4,2,29,111,6,13
10,20,3,7,9,9,2,9,5,4,3,8,4,32,135,10,13,11,24,3,7,3,4,4,6,9,5,1,5,4,28,114,6,12
11,28,1,4,1,2,5,12,5,1,1,3,6,24,98,6,12,6,22,2,4,3,6,2,11,5,3,4,4,4,17,90,5,13
12,22,5,7,8,10,2,12,7,3,1,1,4,37,133,8,13,7,20,1,7,0,0,0,8,3,1,2,4,8,15,94,2,11
15,23,7,11,2,4,3,10,9,3,1,4,3,39,125,8,13,9,21,3,10,2,2,1,3,6,2,2,4,2,23,107,8,13
9,22,1,7,0,2,0,9,4,1,3,3,7,19,118,5,14,9,24,1,3,9,11,6,11,4,3,1,3,4,28,110,7,12
10,22,3,11,2,2,3,7,5,5,1,6,7,25,114,6,13,7,16,1,4,10,10,1,8,1,3,2,5,4,25,106,5,13
10,25,1,4,3,5,7,8,7,6,0,5,4,24,95,12,14,7,17,4,9,6,7,2,7,4,3,3,7,3,24,94,7,12
11,23,4,8,5,5,1,11,5,1,0,1,0,31,112,10,13,11,22,7,16,0,0,0,10,7,1,1,2,5,29,103,6,13
8,24,2,6,0,0,2,5,4,3,1,4,3,18,95,6,14,14,24,5,11,2,2,3,12,11,3,2,5,3,35,118,11,14
5,17,2,7,6,8,0,10,2,2,1,5,1,18,112,6,13,8,22,4,11,0,0,2,10,6,3,1,6,4,20,99,2,14
10,23,4,11,1,1,2,8,6,1,0,2,6,25,110,8,13,12,23,4,5,4,5,3,9,8,2,0,1,2,32,92,3,13
10,20,1,6,1,2,1,8,3,3,0,5,5,22,101,7,13,9,21,2,8,5,5,3,8,6,3,0,5,3,25,104,7,14
13,20,6,6,2,3,2,5,7,3,3,3,4,34,110,7,13,11,21,3,8,4,4,4,4,5,3,1,4,3,29,103,7,13
7,18,2,8,7,11,1,6,5,4,2,6,4,23,106,8,14,13,23,4,10,2,2,3,8,6,4,1,5,7,32,105,2,14
8,26,1,7,3,6,4,13,3,2,3,3,5,20,93,5,15,8,23,2,7,3,4,2,14,6,2,3,6,4,21,100,6,14
6,21,0,6,2,2,1,6,1,1,2,5,4,14,98,6,14,12,22,3,7,6,7,2,12,7,3,4,2,2,33,109,8,13
10,19,1,4,4,4,3,9,8,6,2,8,4,25,99,7,13,9,23,3,6,0,0,1,4,5,5,0,7,3,21,82,8,14
11,23,3,7,2,3,4,8,8,0,1,5,2,27,110,11,14,13,24,3,8,0,0,2,9,9,4,2,4,4,29,100,8,14
11,22,4,10,2,4,3,4,5,1,2,3,5,28,105,5,13,15,26,3,9,3,6,5,9,10,3,0,3,5,36,109,7,13
9,22,1,6,2,3,1,11,6,1,2,3,3,21,102,5,14,12,26,6,10,0,0,2,11,5,1,0,2,3,30,109,13,15
12,24,3,11,6,6,3,10,4,0,2,2,3,33,113,11,15,11,23,5,9,4,4,1,8,10,1,0,2,6,31,129,8,13
6,18,1,7,3,3,1,9,3,3,1,6,5,16,91,2,15,7,18,0,4,3,4,2,9,4,2,1,5,2,17,97,9,14
10,19,3,8,1,2,1,13,9,0,2,3,7,24,126,3,15,5,21,1,8,5,7,1,7,3,1,1,0,4,16,80,3,14
7,20,1,5,4,4,3,8,3,1,0,4,3,19,93,6,14,11,21,4,6,4,4,2,8,4,3,1,1,2,30,102,9,14
9,21,2,4,7,8,3,9,5,1,2,3,5,27,106,8,14,12,24,4,11,2,2,3,8,7,1,4,3,6,30,101,6,15
12,24,1,8,5,7,3,7,6,3,0,4,5,30,107,5,13,12,23,5,9,7,7,4,7,7,2,1,3,5,36,115,8,15
11,21,1,6,2,4,0,7,10,1,2,4,2,25,113,7,14,13,23,5,8,3,3,1,11,11,1,0,4,3,34,116,7,15
11,24,2,8,2,2,4,6,8,1,5,0,3,26,99,8,14,7,17,5,8,4,4,3,9,6,0,0,6,5,23,95,10,14
7,26,2,4,2,4,5,7,6,2,2,0,4,18,98,9,14,10,20,2,5,2,3,3,12,6,0,0,4,5,24,86,9,15
14,25,2,4,4,4,4,7,8,5,1,4,6,34,116,8,15,10,20,4,11,5,5,2,7,5,2,1,7,5,29,125,9,14
10,21,2,3,5,6,3,12,6,3,2,2,3,27,92,7,14,2,16,1,3,2,4,0,8,1,1,1,5,5,7,79,2,12
8,20,4,10,4,7,2,6,3,0,1,4,1,24,99,8,14,14,22,3,7,2,2,1,9,6,3,0,1,4,33,94,8,15
10,29,1,9,5,5,6,12,4,1,2,4,5,26,109,6,15,13,27,2,9,1,3,3,12,8,4,2,4,4,29,115,8,14
8,25,2,10,0,0,1,12,3,1,2,4,3,18,92,14,16,10,24,4,10,4,6,3,14,7,4,4,2,1,28,88,11,15
10,22,2,4,1,4,2,6,4,2,0,7,5,23,116,5,16,16,25,7,11,6,7,2,10,11,4,2,3,3,45,142,12,16
8,20,2,6,5,9,2,9,4,0,2,2,2,23,107,8,16,12,26,5,10,3,4,3,9,5,1,1,0,6,32,100,10,15
6,21,0,6,5,6,1,10,2,0,2,3,4,17,88,9,15,10,22,3,9,3,3,2,13,8,1,2,2,6,26,91,7,15
15,23,7,13,2,3,1,8,11,2,1,1,3,39,118,6,15,8,18,5,8,4,4,1,6,4,0,1,3,5,25,107,6,16
9,21,2,7,4,6,2,8,7,3,1,2,3,24,118,9,16,12,23,3,8,0,0,2,11,10,1,2,5,5,27,113,5,14
10,20,2,5,8,8,0,13,7,1,3,1,3,30,107,10,15,6,26,2,7,4,4,3,10,2,1,1,1,4,18,84,8,15
9,22,3,8,5,5,2,10,6,1,0,3,4,26,123,3,13,10,22,2,7,5,6,1,10,5,0,0,2,3,27,120,5,14
6,19,2,10,1,3,3,5,4,1,0,7,6,15,104,10,16,12,22,2,5,6,7,4,10,6,4,1,2,3,32,101,7,15
12,25,3,12,2,3,4,9,6,2,0,0,3,29,87,2,16,9,21,1,2,5,5,3,8,7,0,0,2,3,24,111,10,15
8,21,2,4,1,1,1,9,6,3,0,2,4,19,86,4,15,8,22,3,10,1,1,3,11,4,1,1,5,5,20,82,8,15
15,23,5,9,2,3,4,12,10,1,0,4,2,37,146,9,15,9,20,1,7,0,2,0,4,6,0,0,3,4,19,114,8,16
12,23,1,4,3,5,2,9,7,2,2,4,3,28,113,6,16,12,23,4,6,1,2,3,9,9,3,1,4,5,29,122,6,17
9,22,1,3,6,12,2,12,6,1,2,0,4,25,102,6,15,9,20,2,6,4,7,1,12,4,0,1,3,7,24,87,5,15
9,21,2,6,6,6,3,8,2,4,0,4,7,26,85,8,16,10,20,1,5,8,8,2,8,6,1,1,4,5,29,125,7,17
11,17,4,7,9,11,0,8,8,3,0,3,3,35,99,3,16,8,17,3,8,1,5,0,6,6,3,2,5,8,20,110,15,17
18,26,7,11,4,5,1,7,13,5,1,3,4,47,116,8,15,12,24,1,5,3,3,4,7,7,1,0,6,5,28,124,12,16
12,26,1,4,0,0,3,9,8,1,2,0,3,25,83,7,15,11,23,6,12,5,5,2,10,8,0,2,1,2,33,105,13,17
11,19,3,7,8,8,2,6,10,2,0,4,3,33,111,3,17,9,19,2,7,4,4,2,6,4,2,1,6,9,24,79,8,15
9,20,1,5,2,2,1,11,7,2,2,4,4,21,102,9,16,8,23,2,2,2,2,3,10,2,2,4,4,4,20,90,4,16
12,26,3,12,1,2,5,9,7,1,1,1,4,28,100,11,16,11,24,4,7,2,5,2,10,4,1,0,2,2,28,91,9,16
11,23,5,12,0,0,4,6,6,2,0,4,3,27,95,7,16,13,21,0,5,3,3,2,8,8,3,2,4,2,29,120,9,17
8,27,4,13,0,1,1,13,6,3,0,5,3,20,111,6,16,13,28,4,7,2,4,3,17,7,4,4,3,2,32,118,13,17
11,20,2,6,0,0,1,10,6,4,2,4,4,24,97,10,16,8,21,3,7,3,4,3,6,8,1,0,4,4,22,100,11,16
13,20,1,4,3,3,1,6,10,0,2,4,3,30,113,7,18,15,28,4,8,3,3,4,6,8,1,0,1,4,37,105,3,14
13,28,5,12,1,3,5,8,9,3,2,2,6,32,127,7,17,8,22,2,8,8,10,7,11,3,1,0,4,4,26,109,9,16
9,18,2,5,6,7,1,10,4,3,3,6,3,26,118,7,16,9,22,1,7,5,5,2,8,2,3,0,4,5,24,102,10,17
9,19,3,7,2,4,2,7,7,2,0,5,5,23,88,11,17,13,20,5,7,5,6,0,8,5,2,1,2,2,36,116,10,17
11,19,5,8,4,5,1,6,9,3,1,7,5,31,97,8,17,13,20,1,3,7,8,0,6,8,5,1,3,5,34,105,10,18
11,23,0,5,3,4,2,13,4,3,0,4,4,25,107,9,16,5,20,1,6,4,4,1,9,4,2,2,4,3,15,86,7,18
5,14,2,7,8,9,0,9,3,2,1,8,5,20,107,9,16,7,17,4,7,2,4,2,7,5,5,0,7,6,20,85,5,16
8,22,2,8,6,6,2,8,7,1,1,1,4,24,92,7,16,9,22,4,6,1,2,5,11,4,0,2,5,6,23,100,10,17
8,20,1,6,2,2,1,8,5,2,1,4,3,19,88,8,16,12,24,2,7,1,2,4,11,7,3,0,2,3,27,99,10,17
9,20,2,5,4,5,3,10,5,3,3,7,3,24,114,9,17,14,27,5,8,0,0,2,9,10,7,1,3,4,33,107,7,16
10,24,1,5,1,2,1,7,4,3,0,1,4,22,102,3,18,13,20,5,11,3,3,0,13,8,1,2,4,3,34,110,16,18
9,22,2,7,4,4,1,11,7,2,0,2,1,24,96,11,17,9,22,4,11,0,1,3,10,7,1,1,4,5,22,85,3,17
10,26,0,2,2,3,2,10,5,5,2,3,5,22,98,4,17,7,20,2,9,6,7,2,13,1,2,2,5,4,22,114,10,17
10,22,3,8,0,0,0,10,9,3,0,6,3,23,103,8,18,12,24,3,8,0,0,1,11,8,3,2,4,2,27,94,3,15
9,23,2,9,5,6,4,9,7,1,0,2,5,25,129,8,17,10,24,3,8,3,4,4,11,6,1,2,3,4,26,124,10,18
8,22,3,10,1,4,1,11,5,3,2,3,2,20,119,11,18,7,21,3,11,0,0,1,12,5,2,2,5,3,17,109,6,17
8,21,3,11,7,8,2,16,5,2,1,5,4,26,101,10,17,5,26,2,10,2,2,3,10,2,2,1,2,6,14,81,10,18
12,21,2,5,4,4,0,7,9,4,0,2,5,30,103,3,18,10,17,3,5,6,7,0,7,7,1,0,4,3,29,116,6,17
11,21,3,7,2,2,1,12,6,1,1,3,1,27,104,8,17,7,22,2,8,0,0,2,7,5,2,1,4,2,16,98,16,19
11,26,1,7,3,4,2,9,6,1,1,0,3,26,108,10,17,13,26,6,14,2,4,4,11,8,0,3,2,4,34,100,11,17
13,20,3,6,7,11,1,15,8,3,1,5,5,36,125,14,18,6,25,1,12,4,6,3,8,3,4,1,4,8,17,95,10,18
13,26,1,5,0,0,2,15,11,1,1,0,3,27,94,7,17,5,22,1,6,1,2,0,11,5,0,0,2,1,12,95,4,19
12,23,2,5,4,6,2,8,6,1,1,2,2,30,124,11,18,15,23,3,8,2,5,1,8,12,1,1,2,4,35,118,8,18
7,22,2,7,3,3,2,8,4,1,1,3,6,19,107,10,18,10,23,3,5,6,6,2,11,7,1,3,3,3,29,90,11,18
15,28,2,3,1,5,4,10,7,5,2,3,5,33,108,8,17,8,22,4,9,6,8,3,9,6,2,3,6,5,26,91,13,18
10,21,1,5,2,4,2,8,4,2,2,6,4,23,107,7,19,13,27,2,7,5,5,6,8,5,3,3,2,5,33,113,9,17
10,23,2,7,3,3,3,11,5,0,1,2,1,25,110,8,19,10,23,3,8,1,2,1,10,7,0,0,1,2,24,80,3,16
13,26,4,7,1,1,3,8,7,5,3,1,4,31,113,5,18,8,22,3,7,0,0,2,8,4,0,0,5,5,19,102,8,19
15,25,2,5,0,2,2,9,8,2,2,1,3,32,125,6,18,10,25,2,4,1,2,2,7,5,1,4,3,2,23,127,11,19
10,25,2,7,2,2,5,2,7,1,0,5,5,24,116,4,19,16,21,4,6,3,3,2,8,10,0,2,6,4,39,104,10,18
15,22,7,12,3,5,4,9,12,2,4,5,7,40,118,17,20,9,23,1,4,7,10,6,4,5,4,0,4,4,26,103,8,19
11,23,3,10,2,2,1,11,9,2,0,4,4,27,100,12,19,10,21,5,8,3,4,1,9,8,2,0,4,5,28,99,8,18
11,26,5,10,2,4,4,6,9,4,1,2,5,29,107,11,19,9,18,1,6,6,8,2,12,4,2,2,6,5,25,104,11,18
9,21,3,6,3,5,2,7,7,2,2,2,4,24,97,11,19,11,25,5,12,1,1,5,8,9,0,1,3,5,28,109,9,18
11,19,2,4,5,5,3,11,5,2,1,7,3,29,98,8,18,10,23,5,9,0,0,1,5,7,2,0,3,6,25,99,12,18
11,18,3,8,2,6,2,10,6,2,1,6,4,27,104,11,19,8,19,0,5,2,2,1,5,7,2,0,6,5,18,92,7,18
9,26,1,9,2,3,4,7,4,2,1,4,5,21,91,7,20,13,21,3,4,4,6,3,11,7,3,1,6,3,33,115,11,19
13,23,2,6,1,1,1,7,10,4,3,4,6,29,143,14,19,12,23,4,7,4,6,3,8,6,2,0,4,2,32,94,3,17
5,23,2,8,3,4,4,12,3,1,2,3,3,15,86,8,19,6,22,1,8,1,2,1,14,4,2,4,1,4,14,106,12,19
11,22,5,6,4,5,2,13,9,0,2,5,5,31,130,11,18,8,21,3,6,9,10,0,7,6,3,1,0,4,28,111,8,20
11,21,4,8,4,4,0,6,7,4,0,2,0,30,105,10,19,12,20,3,9,0,0,0,9,8,0,0,5,4,27,108,12,20
9,20,2,7,5,5,0,6,7,3,0,6,5,25,78,4,20,12,20,1,6,3,5,3,7,7,2,0,6,6,28,112,12,19
10,22,5,12,4,5,1,7,8,2,0,3,4,29,117,15,19,16,24,3,5,4,6,1,9,13,2,0,3,5,39,102,10,19
12,17,4,7,4,4,0,10,7,2,2,6,4,32,98,11,20,12,24,3,7,0,0,0,5,7,1,0,2,3,27,108,18,21
10,24,4,12,1,2,3,7,7,5,1,3,5,25,97,5,20,9,20,1,6,5,7,2,12,5,3,1,6,4,24,81,8,19
7,27,1,11,2,2,2,7,6,3,2,2,5,17,110,15,20,12,24,5,8,2,2,0,15,8,0,0,3,5,31,95,11,20
12,21,4,7,3,4,1,5,9,3,0,3,6,31,121,9,20,9,14,2,4,10,10,0,7,4,1,2,6,6,30,108,9,18
12,22,4,5,3,3,1,8,5,2,2,4,4,31,95,5,19,11,21,1,7,2,2,1,7,6,3,1,5,3,25,97,7,18
4,24,3,9,2,2,1,17,3,4,2,3,2,13,93,3,18,2,19,1,7,2,2,0,17,2,2,2,5,2,7,100,10,19
16,28,1,4,0,0,7,7,7,4,0,2,2,33,119,12,20,11,19,3,5,2,3,2,5,6,2,0,4,2,27,108,7,21
8,19,2,6,4,4,3,5,3,3,1,5,5,22,88,7,19,6,15,3,8,4,5,2,5,3,2,2,5,7,19,98,7,19
11,20,3,5,8,8,3,7,6,4,1,3,0,33,121,12,21,10,20,5,10,0,0,1,6,6,1,3,7,5,25,109,8,21
11,27,0,8,0,0,5,9,4,1,2,3,6,22,91,11,19,9,24,4,13,7,8,3,10,4,2,0,1,2,29,113,13,20
11,24,1,5,0,1,2,8,5,0,2,3,1,23,108,18,22,14,24,3,7,0,0,2,11,9,2,0,2,2,31,118,13,19
9,21,3,6,2,3,3,9,4,1,0,4,4,23,91,10,20,12,25,1,6,5,5,1,9,6,2,0,1,3,30,103,13,21
16,25,9,17,2,3,2,12,11,2,0,3,5,43,117,16,20,10,22,3,13,3,4,0,8,6,0,1,3,5,26,103,7,20
10,19,1,4,0,0,1,10,3,1,1,5,3,21,115,13,20,9,21,3,8,2,3,2,8,6,3,0,2,3,23,108,5,21
10,19,4,7,3,4,1,6,8,4,0,4,2,27,106,15,21,12,21,2,4,1,1,2,7,8,1,3,5,3,27,110,6,20
12,22,3,8,7,8,1,11,6,3,1,4,5,34,120,8,19,11,26,6,10,4,4,3,7,9,3,1,4,7,32,115,8,20
12,23,3,10,8,11,3,13,7,4,0,2,2,35,108,14,21,10,23,4,10,0,3,2,7,6,1,2,4,8,24,97,10,20
12,24,4,8,1,2,4,8,7,3,1,2,4,29,99,3,19,11,21,3,7,3,3,2,8,7,1,0,4,3,28,104,8,22
11,19,4,8,4,7,1,9,8,0,0,0,3,30,89,12,21,10,24,2,6,1,2,3,7,5,0,0,0,4,23,92,11,20
10,18,2,4,4,7,2,9,3,0,0,5,2,26,87,6,21,13,22,3,7,3,3,0,8,10,5,1,1,6,32,112,10,19
11,23,4,8,0,0,1,5,6,3,1,2,6,26,106,10,21,7,15,4,8,6,6,2,8,7,0,2,6,3,24,77,11,20
15,24,3,6,3,4,1,7,8,2,0,1,2,36,131,14,20,8,19,1,2,2,2,2,10,3,1,2,7,4,19,107,8,23
13,24,2,7,3,6,0,8,7,5,4,2,3,31,121,9,22,10,26,3,6,2,2,5,10,6,2,1,7,5,25,108,8,20
12,21,1,4,3,3,1,16,7,0,0,6,3,28,118,12,20,7,24,2,5,2,2,1,7,5,2,1,3,4,18,113,11,21
14,22,2,4,3,3,4,10,8,3,2,6,3,33,115,11,21,8,24,3,11,3,4,3,4,7,5,0,4,3,22,86,10,21
15,30,2,6,0,1,6,7,6,1,1,1,5,32,126,13,20,7,18,3,4,8,9,1,5,5,1,1,2,3,25,113,8,20
10,26,2,8,0,0,4,10,5,2,0,4,3,22,118,17,21,11,24,3,11,2,2,2,9,4,3,7,2,1,27,97,12,22
12,24,3,9,2,2,3,6,7,2,1,4,4,29,102,11,21,12,24,0,4,4,4,4,9,6,3,0,4,2,28,120,13,22
12,24,3,8,0,0,2,10,9,1,1,0,2,27,104,5,22,9,19,2,6,1,2,1,10,5,0,1,2,1,21,109,8,21
11,24,3,8,3,3,2,6,7,1,0,1,2,28,104,14,21,8,16,4,6,1,1,1,7,4,0,1,6,4,21,95,7,20
9,22,1,5,1,2,2,6,5,5,0,6,3,20,123,8,21,13,21,2,6,2,2,1,11,10,3,1,7,2,30,127,16,22
13,24,2,7,7,7,4,3,7,3,1,3,7,35,114,4,21,14,21,6,8,8,9,4,6,10,2,0,5,6,42,121,15,22
10,19,3,6,5,6,2,8,6,0,0,6,3,28,108,19,23,9,23,3,6,1,2,4,6,6,4,1,5,6,22,97,12,21
11,23,6,12,2,3,3,5,8,1,0,2,5,30,111,12,21,16,24,3,7,4,4,3,9,10,0,1,1,5,39,110,3,20
7,21,1,6,6,7,3,9,5,1,1,6,2,21,91,13,22,14,24,3,7,2,2,0,7,5,3,1,1,4,33,103,11,20
10,19,3,9,4,6,4,8,7,3,2,4,3,27,107,8,20,10,21,4,8,2,3,3,6,8,1,1,4,3,26,126,11,22
13,25,5,8,3,3,4,4,9,2,0,4,4,34,112,9,23,18,24,3,6,2,2,1,8,12,3,6,4,4,41,133,17,23
10,20,2,5,4,5,3,8,6,3,0,3,2,26,109,12,22,10,19,3,9,3,4,1,6,6,2,1,3,4,26,91,14,21
11,23,3,8,2,2,2,9,7,2,2,4,6,27,120,14,21,11,25,2,6,8,8,2,10,8,3,1,2,1,32,115,12,23
13,23,4,9,1,2,2,6,11,3,0,3,3,31,106,3,21,13,23,0,2,3,3,4,7,8,2,4,4,5,29,107,7,22
8,17,1,2,1,3,1,6,6,2,2,4,7,18,79,7,21,8,17,2,6,6,8,2,8,6,3,2,2,3,24,95,15,22
7,21,5,11,3,4,2,4,6,3,2,5,9,22,105,11,22,11,18,2,4,6,7,2,10,7,2,3,7,5,30,100,8,21
15,26,5,12,7,8,4,7,11,4,2,1,4,42,111,9,21,13,20,3,5,4,7,1,6,9,0,2,4,5,33,107,13,23
10,22,6,11,1,4,2,11,5,1,0,3,5,27,114,12,23,12,22,3,8,2,5,1,10,9,2,1,1,2,29,108,11,22
13,20,3,6,2,2,1,5,9,4,0,2,3,31,116,20,24,8,16,4,8,2,2,2,6,8,2,0,6,4,22,111,8,24
7,21,3,9,7,8,5,9,6,1,2,2,4,24,108,6,23,6,24,0,4,5,5,6,9,1,0,2,4,6,17,82,8,21
7,21,5,13,3,4,2,11,6,0,4,2,4,22,102,8,22,9,27,3,11,4,7,5,11,3,1,2,1,3,25,114,5,22
9,16,3,6,7,8,0,3,7,2,2,1,2,28,116,16,23,15,23,2,3,0,0,2,8,10,0,0,2,6,32,111,7,22
10,21,3,8,9,12,5,8,9,1,1,2,3,32,108,13,22,11,22,2,8,1,1,0,6,8,0,0,3,10,25,103,14,22
9,15,2,6,13,17,0,7,5,5,0,4,5,33,109,12,21,9,19,3,5,4,4,1,8,6,2,0,8,9,25,104,7,23
9,19,5,10,11,12,1,7,6,0,2,2,3,34,115,13,22,12,22,2,5,3,5,3,8,6,1,1,5,8,29,100,8,22
14,27,4,8,1,1,1,11,3,1,2,1,2,33,116,13,23,10,24,5,10,1,1,1,10,6,0,1,3,2,26,123,12,23
11,24,1,4,2,2,2,7,4,1,1,2,4,25,100,11,22,14,23,3,7,5,5,1,9,8,2,1,2,1,36,105,10,24
12,23,5,8,7,7,1,9,5,1,0,0,6,36,95,11,23,10,21,4,12,9,11,2,6,7,0,0,1,5,33,123,18,24
12,23,1,4,6,6,2,9,6,3,0,0,6,31,112,14,24,10,19,3,8,4,8,1,8,4,0,1,3,6,27,106,8,22
12,21,1,2,0,4,3,11,10,0,0,4,5,25,90,10,22,7,22,1,8,3,3,1,6,2,1,1,2,4,18,87,15,23
8,24,1,6,10,11,5,10,4,3,1,5,6,27,95,8,23,10,23,3,11,4,5,3,8,5,2,1,5,8,27,118,18,22
10,26,2,7,4,6,1,9,5,3,2,1,0,26,104,9,22,10,21,1,6,2,2,1,14,4,0,1,6,5,23,94,10,25
12,21,4,7,3,4,1,11,8,2,3,4,4,31,115,13,24,9,25,0,4,1,1,5,5,6,1,2,4,3,19,97,11,23
